"","name","prob.m","prob.w"
"2556","Anjan",0.98,0.02
"2557","Ann-Kathrin",0.02,0.98
"2558","Annemieke",0.01,0.99
"2559","Ashesh",0.99,0.01
"2560","Aurore",0.03,0.97
"2561","Austin",0.98,0.02
"2562","Aysenil",0.25,0.75
"2563","Baptiste",0.98,0.02
"2564","Beat",1,0
"2565","Beata",0.02,0.98
"2566","Bence",0.99,0.01
"2567","Benedict",0.98,0.02
"2568","Bengt",0.98,0.02
"2569","Bodo",0.91,0.09
"2570","Bong-Kiun",0.86,0.14
"2571","Brahim",0.97,0.03
"2572","Bret",0.98,0.02
"2573","Campbell",0.86,0.14
"2574","Carey",0.43,0.57
"2575","Cary",0.64,0.36
"2576","Cees",0.98,0.02
"2577","Chan",0.67,0.33
"2578","Chenghua",0.69,0.31
"2579","Christer",0.99,0.01
"2580","Chung-Chin",0.73,0.27
"2581","Clea",0.05,0.95
"2582","Cody",0.96,0.04
"2583","Concetta",0.03,0.97
"2584","Congwu",0.75,0.25
"2585","Costanza",0.02,0.98
"2586","Da-Ting",0.61,0.39
"2587","Dai",0.73,0.27
"2588","Dalia",0.03,0.97
"2589","Damir",0.99,0.01
"2590","Dane",0.91,0.09
"2591","Danilo",0.99,0.01
"2592","Danyang",0.61,0.39
"2593","Darlene",0.02,0.98
"2594","Dinara",0.05,0.95
"2595","Diomedes",0.99,0.01
"2596","Dongming",0.91,0.09
"2597","Dorothea",0.01,0.99
"2598","Drew",0.96,0.04
"2599","Eckhard",0.99,0.01
"2600","Efthimios",0.99,0.01
"2601","Eisuke",1,0
"2602","Elad",0.99,0.01
"2603","Emilia",0.02,0.98
"2604","Erick",0.99,0.01
"2605","Espen",1,0
"2606","Eus",0.87,0.13
"2607","Evelina",0.02,0.98
"2608","Evgeny",0.99,0.01
"2609","Farshad",0.98,0.02
"2610","Farsin",1,0
"2611","FranAois",-1,-1
"2612","Francine",0.19,0.81
"2613","Frank-Erik",0.98,0.02
"2614","Gaelle",0.03,0.97
"2615","Gaetano",0.99,0.01
"2616","Gesa",0.19,0.81
"2617","Gianvito",0.99,0.01
"2618","Gilberto",0.99,0.01
"2619","Goichi",1,0
"2620","Gudrun",0.03,0.97
"2621","Guenter",1,0
"2622","Gunter",0.97,0.03
"2623","Haijun",0.96,0.04
"2624","Haiqing",0.71,0.29
"2625","Haley",0.03,0.97
"2626","Hanne",0.03,0.97
"2627","Helge",0.46,0.54
"2628","Heng-Ye",0.78,0.22
"2629","Hiromu",1,0
"2630","Hiroto",0.99,0.01
"2631","Ho",0.76,0.24
"2632","Hokto",0.75,0.25
"2633","Hongyan",0.11,0.89
"2634","Horst",0.98,0.02
"2635","Hui-Chen",0.2,0.8
"2636","Ikue",0,1
"2637","Ilse",0.01,0.99
"2638","Inez",0.03,0.97
"2639","Irving",0.99,0.01
"2640","Isabell",0.03,0.97
"2641","Ivanka",0.03,0.97
"2642","Ivar",0.99,0.01
"2643","Jacco",0.98,0.02
"2644","Jean-Charles",0.99,0.01
"2645","Jerrel",0.96,0.04
"2646","Jess",0.17,0.83
"2647","Jianmin",0.83,0.17
"2648","Jimok",-1,-1
"2649","Jing-Gen",0.35,0.65
"2650","Joanes",0.91,0.09
"2651","Joaquin",0.99,0.01
"2652","Jonathon",0.99,0.01
"2653","Jung-Bum",0.66,0.34
"2654","Junji",0.95,0.05
"2655","Kae",0.21,0.79
"2656","Katarina",0.02,0.98
"2657","Kawin",0.93,0.07
"2658","Kazue",0.05,0.95
"2659","Kazumi",0.34,0.66
"2660","Kazuyoshi",1,0
"2661","Ke-Jie",0.65,0.35
"2662","Kewei",0.88,0.12
"2663","Khaleel",0.98,0.02
"2664","Kiyoto",1,0
"2665","Klemens",0.99,0.01
"2666","Kotaro",1,0
"2667","Kris",0.72,0.28
"2668","Kristy",0.02,0.98
"2669","Kuni",0.74,0.26
"2670","Kyung",0.72,0.28
"2671","Laurentius",1,0
"2672","Leonidas",0.98,0.02
"2673","Leun",0.89,0.11
"2674","Liana",0.02,0.98
"2675","Lianne",0.02,0.98
"2676","Lise",0.02,0.98
"2677","Lluis",0.99,0.01
"2678","Lorella",0.02,0.98
"2679","Lorena",0.02,0.98
"2680","Louis-Eric",1,0
"2681","Luan",0.95,0.05
"2682","Magnus",0.99,0.01
"2683","Mahesh",0.99,0.01
"2684","Mahmoud",0.99,0.01
"2685","Maja",0.03,0.97
"2686","Makio",0.96,0.04
"2687","Malu",0.07,0.93
"2688","Mamiko",0.11,0.89
"2689","Mariann",0.01,0.99
"2690","Marie-Francoise",0,1
"2691","Marnie",0.03,0.97
"2692","Maryse",0.02,0.98
"2693","Masafumi",0.99,0.01
"2694","Masataka",1,0
"2695","Matcheri",-1,-1
"2696","Meaghan",0.01,0.99
"2697","Mervyn",0.98,0.02
"2698","Micaela",0.02,0.98
"2699","Micha",0.79,0.21
"2700","Milena",0.02,0.98
"2701","Milene",0.02,0.98
"2702","Milos",0.99,0.01
"2703","Ming-Xiong",0.77,0.23
"2704","Mohsen",0.99,0.01
"2705","Mollie",0.02,0.98
"2706","Monty",0.93,0.07
"2707","Mortimer",0.96,0.04
"2708","Mu",0.68,0.32
"2709","Myung",0.81,0.19
"2710","Na",0.38,0.62
"2711","Nai",0.46,0.54
"2712","Nandakumar",1,0
"2713","Nanna",0.07,0.93
"2714","Naofumi",1,0
"2715","Naoum",0.86,0.14
"2716","Nicoletta",0.02,0.98
"2717","Nim",0.39,0.61
"2718","Noah",0.96,0.04
"2719","Noreen",0.02,0.98
"2720","Oline",0.14,0.86
"2721","Opher",1,0
"2722","Orson",0.98,0.02
"2723","Osama",0.98,0.02
"2724","Oxana",0.02,0.98
"2725","Pavan",0.99,0.01
"2726","Pejmun",0.75,0.25
"2727","Pengcheng",1,0
"2728","Perminder",0.78,0.22
"2729","Perrine",0.03,0.97
"2730","Philippa",0.02,0.98
"2731","Pierre-Louis",0.98,0.02
"2732","Pierre-Yves",0.98,0.02
"2733","Pim",0.55,0.45
"2734","Piu",0.45,0.55
"2735","Prejaas",-1,-1
"2736","Qasim",0.99,0.01
"2737","Qing-song",0.65,0.35
"2738","Raffael",0.98,0.02
"2739","Raju",0.99,0.01
"2740","Ran",0.65,0.35
"2741","Ravinder",0.96,0.04
"2742","Reha",0.89,0.11
"2743","Remy",0.93,0.07
"2744","Renping",0.33,0.67
"2745","Rhona",0.04,0.96
"2746","Rieko",0.17,0.83
"2747","Riikka",0.05,0.95
"2748","Robb",0.99,0.01
"2749","Rochelle",0.02,0.98
"2750","Rocio",0.01,0.99
"2751","Rosanna",0.02,0.98
"2752","Roxane",0.02,0.98
"2753","Rustem",0.98,0.02
"2754","Rutger",0.99,0.01
"2755","Ryoichi",1,0
"2756","Sai",0.86,0.14
"2757","Samer",0.97,0.03
"2758","Samir",0.97,0.03
"2759","Sandeep",0.99,0.01
"2760","Sandro",0.98,0.02
"2761","Savio",0.99,0.01
"2762","Sebastiano",0.99,0.01
"2763","Selva",0.8,0.2
"2764","Seralynne",-1,-1
"2765","Seung-Jae",1,0
"2766","Seung-Schik",0.93,0.07
"2767","Shaolin",0.83,0.17
"2768","Sharona",0.01,0.99
"2769","Shi-Jiang",0.6,0.4
"2770","Shih-Chieh",1,0
"2771","Shihua",0.54,0.46
"2772","Shiva",0.81,0.19
"2773","Shlomi",0.99,0.01
"2774","Shreesh",1,0
"2775","Shunsuke",1,0
"2776","Sila",0.18,0.82
"2777","Silvio",0.99,0.01
"2778","Sina",0.63,0.37
"2779","Siqiong",0.25,0.75
"2780","Sjoerd",0.99,0.01
"2781","Sofie",0.02,0.98
"2782","Song-Hai",0.8,0.2
"2783","Soo-Eun",0.31,0.69
"2784","Soumya",0.42,0.58
"2785","Spyros",0.99,0.01
"2786","Sreekanth",1,0
"2787","Staci",0.01,0.99
"2788","Stacy",0.08,0.92
"2789","Stanislaw",0.99,0.01
"2790","Story",-1,-1
"2791","Subimal",0.94,0.0600000000000001
"2792","Sulayman",0.99,0.01
"2793","Sune",0.84,0.16
"2794","Sunghee",0.28,0.72
"2795","Sungho",1,0
"2796","Supratim",1,0
"2797","Susann",0.03,0.97
"2798","Svetlana",0.02,0.98
"2799","Takaomi",1,0
"2800","Talia",0.04,0.96
"2801","Tatsuro",1,0
"2802","Teemu",0.99,0.01
"2803","Theodor",0.99,0.01
"2804","Thibault",0.98,0.02
"2805","Til",0.84,0.16
"2806","Tommy",0.98,0.02
"2807","Tomokazu",1,0
"2808","Trese",0.31,0.69
"2809","Tue",0.88,0.12
"2810","Ulla",0.04,0.96
"2811","Ullrich",0.96,0.04
"2812","Vaibhav",1,0
"2813","Valerij",0.99,0.01
"2814","Veerle",0.02,0.98
"2815","Vilayanur",-1,-1
"2816","Wako",0.81,0.19
"2817","Washington",0.99,0.01
"2818","Wei-Qiang",0.76,0.24
"2819","Weidong",0.99,0.01
"2820","Weimin",0.94,0.0600000000000001
"2821","Wickliffe",1,0
"2822","Wilfried",0.99,0.01
"2823","Wiro",0.98,0.02
"2824","Wolfhard",1,0
"2825","Woodward",0.77,0.23
"2826","Wulfram",0.75,0.25
"2827","Xiaoli",0.17,0.83
"2828","Xin-Sheng",0.62,0.38
"2829","Yan-Gang",0.75,0.25
"2830","Yao",0.74,0.26
"2831","Yasuhiko",0.99,0.01
"2832","Yasuko",0.04,0.96
"2833","Yechiel",0.97,0.03
"2834","Yijun",0.59,0.41
"2835","Yoel",0.97,0.03
"2836","Yogesh",1,0
"2837","Yonggang",1,0
"2838","Yosef",0.98,0.02
"2839","Yoshifumi",0.99,0.01
"2840","Youssef",0.97,0.03
"2841","Yu-Qiu",0.62,0.38
"2842","Zaal",0.93,0.07
"2843","Zaghloul",0.94,0.0600000000000001
"2844","Zane",0.7,0.3
"2845","Zang-Hee",0.57,0.43
"2846","Ze",0.93,0.07
"2847","Zeynep",0.03,0.97
"2848","Zhengping",1,0
"2849","Zhiguo",1,0
"2850","Zhong-wei",0.73,0.27
"2851","Zhuo-Hua",0.55,0.45
"2852","Zohar",0.72,0.28
"2853","Zuo-Zhong",0.71,0.29
"2854","Zuoxin",0.75,0.25
"2855","Aasef",0.75,0.25
"2856","Abdeladim",0.98,0.02
"2857","Adena",0.1,0.9
"2858","Adonis",0.97,0.03
"2859","Adrien",0.98,0.02
"2860","Adron",0.96,0.04
"2861","Agneta",0.03,0.97
"2862","Aidong",0.75,0.25
"2863","Aike",0.85,0.15
"2864","Ainhoa",0.01,0.99
"2865","Akitoshi",1,0
"2866","Albee",0.14,0.86
"2867","Aljoscha",0.98,0.02
"2868","Almudena",0.01,0.99
"2869","Alvin",0.99,0.01
"2870","Alyssa",0.01,0.99
"2871","Amandine",0.03,0.97
"2872","Ami",0.32,0.68
"2873","Amin",0.97,0.03
"2874","Amitai",1,0
"2875","Anan",0.79,0.21
"2876","Anastassia",0.02,0.98
"2877","Andreea",0.04,0.96
"2878","Andreia",0.02,0.98
"2879","Ania",0.02,0.98
"2880","Annalena",0.02,0.98
"2881","Anne-Sophie",0.03,0.97
"2882","Annett",0.03,0.97
"2883","Anthonin",0.98,0.02
"2884","Anthony-Samuel",0.99,0.01
"2885","Antonius",0.99,0.01
"2886","Arian",0.91,0.09
"2887","Arkady",0.98,0.02
"2888","Arshad",0.99,0.01
"2889","Asha",0.0600000000000001,0.94
"2890","Ashwini",0.21,0.79
"2891","Asim",0.99,0.01
"2892","Asta",0.11,0.89
"2893","Athena",0.04,0.96
"2894","Avital",0.16,0.84
"2895","Aviv",0.92,0.08
"2896","Aviva",0.09,0.91
"2897","Bagirathy",-1,-1
"2898","Bassem",0.98,0.02
"2899","Beate",0.02,0.98
"2900","Belinda",0.02,0.98
"2901","Bharat",1,0
"2902","Bih-Hwa",0.42,0.58
"2903","Bihua",-1,-1
"2904","Bilal",0.97,0.03
"2905","Billy",0.97,0.03
"2906","Bina",0.12,0.88
"2907","Bing-Xing",0.65,0.35
"2908","Bob",0.97,0.03
"2909","Branch",-1,-1
"2910","Brenton",0.99,0.01
"2911","Brie",0.08,0.92
"2912","Calvin",0.99,0.01
"2913","Camila",0.02,0.98
"2914","Can",0.95,0.05
"2915","Carien",0.01,0.99
"2916","Carolin",0.03,0.97
"2917","Casey",0.58,0.42
"2918","Catarina",0.02,0.98
"2919","Celeste",0.05,0.95
"2920","Cendri",0.4,0.6
"2921","Chandra",0.83,0.17
"2922","Chao-Zhe",0.84,0.16
"2923","Chi-Hon",0.48,0.52
"2924","Chiaki",0.2,0.8
"2925","Chiang-Shan",0.73,0.27
"2926","Chin-Teng",0.66,0.34
"2927","Chong",0.72,0.28
"2928","Chun-Yu",0.62,0.38
"2929","Chung",0.79,0.21
"2930","Cibu",0.75,0.25
"2931","Clarke",0.93,0.07
"2932","Conrad",0.98,0.02
"2933","Constantin",0.96,0.04
"2934","Coralie",0.03,0.97
"2935","Corentin",0.98,0.02
"2936","Corrado",0.99,0.01
"2937","Crystal",-1,-1
"2938","Dafnis",0.64,0.36
"2939","Dajun",1,0
"2940","Dandan",0.51,0.49
"2941","Daoyun",-1,-1
"2942","Darius",0.99,0.01
"2943","Davina",0.11,0.89
"2944","Dayu",0.3,0.7
"2945","Demian",0.98,0.02
"2946","Dena",0.09,0.91
"2947","Desiree",0.02,0.98
"2948","Devon",0.71,0.29
"2949","Dezhi",0.92,0.08
"2950","Dierk",0.98,0.02
"2951","Dong-Ya",0.77,0.23
"2952","Dragan",0.98,0.02
"2953","Duje",1,0
"2954","Durga",0.62,0.38
"2955","Edythe",0.04,0.96
"2956","Eelke",0.91,0.09
"2957","Einar",0.99,0.01
"2958","Elana",0.02,0.98
"2959","Eleni",0.02,0.98
"2960","Elinor",0.0600000000000001,0.94
"2961","Emanuele",0.97,0.03
"2962","Eminy",0,1
"2963","Esteban",0.99,0.01
"2964","Eszter",0.01,0.99
"2965","Eugen",0.99,0.01
"2966","Eugenio",0.99,0.01
"2967","Evian",0.52,0.48
"2968","Facundo",0.99,0.01
"2969","Farran",0.48,0.52
"2970","Farrukh",0.99,0.01
"2971","Fatemeh",0.03,0.97
"2972","Fatiha",0.02,0.98
"2973","Fergus",0.99,0.01
"2974","Floyd",0.98,0.02
"2975","Fumiaki",1,0
"2976","Fumio",0.98,0.02
"2977","Gadi",0.86,0.14
"2978","Galia",0.03,0.97
"2979","Gennadij",1,0
"2980","Gentry",0.71,0.29
"2981","Gergely",0.98,0.02
"2982","Gerlinda",0.02,0.98
"2983","Germund",1,0
"2984","Gideon",0.99,0.01
"2985","Gillian",0.0600000000000001,0.94
"2986","Girish",1,0
"2987","Giuliano",0.99,0.01
"2988","Gladys",0.02,0.98
"2989","Graziella",0.02,0.98
"2990","Greig",0.99,0.01
"2991","Gwen",0.16,0.84
"2992","Haesun",0.1,0.9
"2993","Hai-Yan",0.77,0.23
"2994","Hai-Ying",0.48,0.52
"2995","Haidong",0.98,0.02
"2996","Haiyan",0.08,0.92
"2997","Halina",0.02,0.98
"2998","Hande",0.04,0.96
"2999","Hanli",0.22,0.78
"3000","Hanneke",0.02,0.98
"3001","Hans-Christoph",1,0
"3002","Hans-Ulrich",1,0
"3003","Hari",0.96,0.04
"3004","Haruyuki",0.92,0.08
"3005","Hermes",0.96,0.04
"3006","Hesheng",0.75,0.25
"3007","Hong-Wei",1,0
"3008","Honghong",0.52,0.48
"3009","Hongkui",0.75,0.25
"3010","Hossein",0.99,0.01
"3011","Hsien-Yu",0.63,0.37
"3012","Huan",0.84,0.16
"3013","Hui-Ming",0.66,0.34
"3014","Hung",0.96,0.04
"3015","Hunter",-1,-1
"3016","Hymie",0.75,0.25
"3017","Ido",0.92,0.08
"3018","Ifat",0.25,0.75
"3019","Ildiko",0.01,0.99
"3020","Ilgam",0.96,0.04
"3021","Imke",0.03,0.97
"3022","Ingmar",0.98,0.02
"3023","Irit",0.04,0.96
"3024","Ismael",0.99,0.01
"3025","Isobel",0.01,0.99
"3026","JA(C)rAme",-1,-1
"3027","Jaap",0.98,0.02
"3028","Jae-Young",0.88,0.12
"3029","Jan-Mathijs",0.92,0.08
"3030","Jarmo",0.99,0.01
"3031","Jau-Shyong",0.91,0.09
"3032","Jaymin",0.99,0.01
"3033","Jean-Antoine",1,0
"3034","Jean-Leon",1,0
"3035","Jefferson",0.99,0.01
"3036","Jenni",0.03,0.97
"3037","Jennie",0.02,0.98
"3038","Jeong",0.79,0.21
"3039","Jiaxiang",1,0
"3040","Jieping",0.33,0.67
"3041","Jimena",0.01,0.99
"3042","Jing-Qiong",0.24,0.76
"3043","Jingyi",0.16,0.84
"3044","Joaquim",0.99,0.01
"3045","Jodie",0.05,0.95
"3046","Jong-Hwan",1,0
"3047","Jong-Min",1,0
"3048","Joonyeol",0.75,0.25
"3049","Julieta",0.03,0.97
"3050","Jun-Hyeong",0.88,0.12
"3051","Jun-ichi",1,0
"3052","Kaiwen",0.81,0.19
"3053","Kalipada",1,0
"3054","Katrina",0.02,0.98
"3055","Katsushige",1,0
"3056","Kaushik",1,0
"3057","Kazuya",1,0
"3058","Keigo",1,0
"3059","Keiichiro",0.98,0.02
"3060","Keqiang",0.75,0.25
"3061","Kiichi",1,0
"3062","Kimiko",0.07,0.93
"3063","Klara",0.02,0.98
"3064","Klaus-Robert",0.99,0.01
"3065","Krystof",0.98,0.02
"3066","Kunio",0.99,0.01
"3067","Kunlin",0.71,0.29
"3068","Kylie",0.03,0.97
"3069","Laetitia",0.03,0.97
"3070","Leen",0.2,0.8
"3071","Leland",0.98,0.02
"3072","Leszek",0.99,0.01
"3073","Letizia",0.02,0.98
"3074","Lewis",0.99,0.01
"3075","Lia",0.03,0.97
"3076","Lian",0.42,0.58
"3077","Liat",0.04,0.96
"3078","Lilla",0.03,0.97
"3079","Limin",0.62,0.38
"3080","Linh",0.34,0.66
"3081","Liping",0.19,0.81
"3082","Lique",0.23,0.77
"3083","Logan",0.92,0.08
"3084","Long-Jun",0.91,0.09
"3085","Louisa",0.04,0.96
"3086","Ludovica",0.02,0.98
"3087","Lyanne",0.04,0.96
"3088","Lynda",0.02,0.98
"3089","Maartje",0.02,0.98
"3090","Maciej",1,0
"3091","Mackenzie",0.16,0.84
"3092","Mai",0.17,0.83
"3093","Maik",0.98,0.02
"3094","Maike",0.24,0.76
"3095","Maithe",0.05,0.95
"3096","Majid",0.98,0.02
"3097","Makiko",0.11,0.89
"3098","Malte",0.99,0.01
"3099","Mandy",0.04,0.96
"3100","Manel",0.58,0.42
"3101","Manon",0.03,0.97
"3102","Margarete",0.02,0.98
"3103","Mariam",0.02,0.98
"3104","Maribel",0.01,0.99
"3105","Marie-Christine",0.02,0.98
"3106","Marie-Pascale",0.01,0.99
"3107","Marin",0.84,0.16
"3108","Marine",-1,-1
"3109","Maryline",0.02,0.98
"3110","Masaru",0.99,0.01
"3111","Mate",-1,-1
"3112","Mathijs",0.99,0.01
"3113","Mathilde",0.08,0.92
"3114","Mati",0.66,0.34
"3115","Mattia",0.98,0.02
"3116","Mattias",0.99,0.01
"3117","Melinda",0.02,0.98
"3118","Mengqing",0,1
"3119","Mert",0.97,0.03
"3120","Miao",0.39,0.61
"3121","Mieke",0.02,0.98
"3122","Mihai",0.98,0.02
"3123","Mikkel",0.99,0.01
"3124","Minna",0.04,0.96
"3125","Mirta",0.02,0.98
"3126","Mitra",0.24,0.76
"3127","Mitsuko",0.01,0.99
"3128","Mohan",0.99,0.01
"3129","Mojtaba",0.99,0.01
"3130","Motoharu",0.92,0.08
"3131","Myrna",0.03,0.97
"3132","Nader",0.98,0.02
"3133","Nadja",0.02,0.98
"3134","Nahum",0.99,0.01
"3135","Nao",0.55,0.45
"3136","Naoto",0.99,0.01
"3137","Narinder",0.91,0.09
"3138","Narly",0.21,0.79
"3139","Natsuko",0.03,0.97
"3140","Nava",0.55,0.45
"3141","Niklas",0.99,0.01
"3142","Niko",0.96,0.04
"3143","Nikolaj",0.99,0.01
"3144","Nirao",-1,-1
"3145","Noboru",0.99,0.01
"3146","Nobuki",1,0
"3147","Noel",0.91,0.09
"3148","Nonna",0.07,0.93
"3149","Noor",0.39,0.61
"3150","Ola",0.31,0.69
"3151","Olav",0.98,0.02
"3152","Omer",0.97,0.03
"3153","Omri",0.92,0.08
"3154","Ottavio",0.98,0.02
"3155","Ovidiu",1,0
"3156","Paivi",0,1
"3157","Pan-Yue",0.6,0.4
"3158","Panagiotis",0.99,0.01
"3159","Pasquale",0.99,0.01
"3160","Pawan",0.99,0.01
"3161","Pei",0.34,0.66
"3162","Petroc",1,0
"3163","Phil",0.98,0.02
"3164","Piali",0.07,0.93
"3165","Pierangelo",1,0
"3166","Piergiorgio",0.99,0.01
"3167","Pierre-Jean",0.98,0.02
"3168","Pilar",0.02,0.98
"3169","Prantik",1,0
"3170","Predrag",1,0
"3171","Preston",0.98,0.02
"3172","Puiu",0.85,0.15
"3173","Qi-Yong",0.82,0.18
"3174","Qiao",0.49,0.51
"3175","Raimo",0.99,0.01
"3176","Raimondo",0.98,0.02
"3177","Raluca",0.01,0.99
"3178","Rana",0.49,0.51
"3179","Rasa",0.12,0.88
"3180","Rashid",0.99,0.01
"3181","Rei",0.61,0.39
"3182","Reinhold",0.99,0.01
"3183","Rejji",0.75,0.25
"3184","Renzo",0.99,0.01
"3185","Rex",0.98,0.02
"3186","Rheinallt",0.75,0.25
"3187","Rishikesh",1,0
"3188","Ritchie",0.96,0.04
"3189","Rod",0.98,0.02
"3190","Roel",0.99,0.01
"3191","Romina",0.02,0.98
"3192","Rong-Yu",0.62,0.38
"3193","Rudi",0.98,0.02
"3194","Rutsuko",-1,-1
"3195","Rutvik",1,0
"3196","Ryszard",0.99,0.01
"3197","Sahar",0.0600000000000001,0.94
"3198","Salah",0.97,0.03
"3199","Samie",0.63,0.37
"3200","Saori",0.02,0.98
"3201","Sarosh",0.84,0.16
"3202","Sashi",0.75,0.25
"3203","Satomi",0.07,0.93
"3204","Saurabh",1,0
"3205","Sebastiaan",1,0
"3206","Senyon",0.75,0.25
"3207","Seok",0.96,0.04
"3208","Serguei",0.98,0.02
"3209","Seunghoon",1,0
"3210","Sevil",0.04,0.96
"3211","Shahar",0.84,0.16
"3212","Shai",0.72,0.28
"3213","Shana",0.04,0.96
"3214","Shanthini",0.01,0.99
"3215","Shaomin",-1,-1
"3216","Shaoyu",0.67,0.33
"3217","Shaozheng",1,0
"3218","Sharyl",0.09,0.91
"3219","Shella",0.03,0.97
"3220","Shen",0.68,0.32
"3221","Sheri",0.08,0.92
"3222","Shi",0.55,0.45
"3223","Shingo",0.99,0.01
"3224","Shiyong",1,0
"3225","Shuh",0.92,0.08
"3226","Shumin",0.38,0.62
"3227","Siavash",0.99,0.01
"3228","Siegrid",0.05,0.95
"3229","Silvana",0.02,0.98
"3230","Soheila",0.04,0.96
"3231","Soledad",0.02,0.98
"3232","Soo-Kyung",0.55,0.45
"3233","Soojin",0.09,0.91
"3234","Srinivas",1,0
"3235","Staffan",1,0
"3236","Stavros",0.99,0.01
"3237","Sukumar",0.99,0.01
"3238","Sukwoo",1,0
"3239","Synnove",0.17,0.83
"3240","Tadeusz",0.99,0.01
"3241","Taku",0.97,0.03
"3242","Takuro",0.97,0.03
"3243","Theodoros",0.99,0.01
"3244","Tianzhi",0.83,0.17
"3245","Tineke",0.01,0.99
"3246","Tingting",0.03,0.97
"3247","Toby",0.94,0.0600000000000001
"3248","Tomi",0.93,0.07
"3249","Tomoaki",1,0
"3250","Tonmoy",0.99,0.01
"3251","Toshinori",0.98,0.02
"3252","Toshiro",0.97,0.03
"3253","Trey",0.98,0.02
"3254","Turhan",0.96,0.04
"3255","Tyson",0.98,0.02
"3256","Ulrik",0.99,0.01
"3257","Umesh",1,0
"3258","ValA(C)rie",-1,-1
"3259","van",0.62,0.38
"3260","Vance",0.97,0.03
"3261","Veit",0.98,0.02
"3262","Verne",0.83,0.17
"3263","Vernon",0.99,0.01
"3264","Vesna",0.02,0.98
"3265","Vikas",1,0
"3266","Viola",0.03,0.97
"3267","Volkmar",0.99,0.01
"3268","Vu",0.82,0.18
"3269","Wei-Dong",0.78,0.22
"3270","Wiebke",0.02,0.98
"3271","Wieslaw",0.99,0.01
"3272","Witold",1,0
"3273","Xi-Nian",0.48,0.52
"3274","Xiao-Hong",0.49,0.51
"3275","Xiaochu",0.25,0.75
"3276","Xiaohong",0.29,0.71
"3277","Xiaohui",0.54,0.46
"3278","Xuan",0.48,0.52
"3279","Xueyong",1,0
"3280","Yajing",0.15,0.85
"3281","Yale",0.76,0.24
"3282","Yanfang",0.14,0.86
"3283","Yasmine",0.02,0.98
"3284","Yawei",0.56,0.44
"3285","Yee",0.33,0.67
"3286","Yogita",0.03,0.97
"3287","Yongjie",0.93,0.07
"3288","Yoshiharu",0.99,0.01
"3289","Youming",0.84,0.16
"3290","YouMing",0.84,0.16
"3291","Young-Jin",0.94,0.0600000000000001
"3292","Youngsoo",0.95,0.05
"3293","Yu-Feng",1,0
"3294","Yufeng",0.86,0.14
"3295","Yuhong",0.48,0.52
"3296","Yuhui",0.52,0.48
"3297","Yukihiro",0.99,0.01
"3298","Yuliya",0.02,0.98
"3299","Yunfei",0.88,0.12
"3300","Yunjie",0.57,0.43
"3301","Zahra",0.03,0.97
"3302","Zaijie",0.75,0.25
"3303","Zhao-Wen",0.51,0.49
"3304","Zhengang",1,0
"3305","Zhihua",0.84,0.16
"3306","Zubair",0.99,0.01
"3307","Zuzana",0.01,0.99
"3308","Aad",0.94,0.0600000000000001
"3309","Abbas",0.98,0.02
"3310","Ada",0.15,0.85
"3311","Adele",0.05,0.95
"3312","Adeline",0.03,0.97
"3313","Aditya",0.99,0.01
"3314","Aiwu",0.4,0.6
"3315","Akinao",0.75,0.25
"3316","Alim-Louis",0.97,0.03
"3317","Alissa",0.02,0.98
"3318","Alumit",0.25,0.75
"3319","Aman",0.95,0.05
"3320","Ammar",0.98,0.02
"3321","Amol",0.98,0.02
"3322","Anastasios",0.99,0.01
"3323","Anatoly",1,0
"3324","and",0.84,0.16
"3325","Andree",0.5,0.5
"3326","Angelita",0.02,0.98
"3327","Anirban",1,0
"3328","Ankur",0.99,0.01
"3329","Ann-Charlotte",0.01,0.99
"3330","Anne-Kathrin",0.03,0.97
"3331","Annegret",0.04,0.96
"3332","Annelies",0.02,0.98
"3333","Anouk",0.03,0.97
"3334","Ansgar",0.99,0.01
"3335","Antao",0.91,0.09
"3336","Antonios",0.99,0.01
"3337","Anupama",0.03,0.97
"3338","Ariane",0.03,0.97
"3339","Aric",0.97,0.03
"3340","Arielle",0.03,0.97
"3341","Armelle",0.03,0.97
"3342","Arpan",0.99,0.01
"3343","Aryeh",0.98,0.02
"3344","Assaf",0.99,0.01
"3345","August",0.85,0.15
"3346","Aurora",0.02,0.98
"3347","Avraham",0.99,0.01
"3348","Ayse",0.05,0.95
"3349","Bahareh",0.02,0.98
"3350","Balint",0.86,0.14
"3351","Baltazar",0.99,0.01
"3352","Bao-hua",0.68,0.32
"3353","Barrie",0.9,0.1
"3354","Basilis",0.98,0.02
"3355","Bauke",0.94,0.0600000000000001
"3356","Bechir",0.99,0.01
"3357","Belen",0.02,0.98
"3358","Benedicto",0.99,0.01
"3359","Berengere",0.02,0.98
"3360","Berthold",1,0
"3361","Bess",0.36,0.64
"3362","Bethany",0.01,0.99
"3363","Bingwei",0.8,0.2
"3364","Botir",0.98,0.02
"3365","Bram-Ernst",0.99,0.01
"3366","Brock",0.99,0.01
"3367","Burt",0.97,0.03
"3368","Byron",0.99,0.01
"3369","Cagla",0.04,0.96
"3370","Camilo",0.99,0.01
"3371","Carissa",0.01,0.99
"3372","Carlton",0.99,0.01
"3373","Carmel",0.29,0.71
"3374","Carmine",0.97,0.03
"3375","Catharina",0.01,0.99
"3376","Catia",0.02,0.98
"3377","Charalampos",0.99,0.01
"3378","Charlene",0.03,0.97
